"BusinessName","Telephone","Email","EmailHost","WebsiteURL","Linkedin","FacebookProfile","FacebookMessenger","Instagram","Twitter","Google_Rank","DomainRegistered","DomainExpiry","DomainNameserver","DomainRegistrar","Instagram_Followers","Instagram_Follows","Instagram_TotalPhotos","Instagram_Average_Likes","Instagram_Average_Comments","Instagram_Is_verified","Instagram_HighlightReel_Count","Instagram_Is_BizAccount","Instagram_AccountName","YelpAds","FBMessenger_Ads","FacebookAds","Instagram_Ads","Adwords_Ads","Gmaps_URL","GMB_Claimed","FacebookPixel","GooglePixel","CriteoPixel","GoogleStars","GoogleCount","YelpStars","Yelpcount","FacebookStars","Facebookcount","MainCategory","Address","City","State","ZIP","MobileFriendly","GoogleAnalytics","SchemaMarkup","UseWordpress","UseShopify","LinkedinAnalytics"
"Tan Tock Seng Hospital","6562566011","wsh_services@ttsh.com.sg","Pro Plan Only","http://www.ttsh.com.sg","https://www.linkedin.com/company/tan-tock-seng-hospital","","","https://instagram.com/tantocksenghospital/","https://www.twitter.com/ttsh","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Tan+Tock+Seng+Hospital/@1.321714,103.846222,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x5E042DD6B5594538!8m2!3d1.321714!4d103.846222","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","11 Jln Tan Tock Seng","Singapore","SG","308433","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Penn Pacific Dental Center","6569048482","info@ppdental.com.sg","Pro Plan Only","http://www.ppdental.com.sg","https://www.linkedin.com/in/penn-pacific-dental-center-805b44186","","","https://instagram.com/penn_pacific_dental_center_sg/","https://www.twitter.com/drbarry18","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Penn+Pacific+Dental+Center/@1.2782794,103.847904,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xA4A75F5A58EAB28D!8m2!3d1.2782794!4d103.847904","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","160 Robinson Rd, #05-14 SBF Center","Singapore","SG","068914","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Dr BL Lim Centre for Psychological Wellness","6564796456","info@psywellness.com.sg","Pro Plan Only","http://www.psywellness.com.sg","https://www.linkedin.com/in/boon-leng-lim-7745135a","","","https://instagram.com/psychiatrist_singapore/","https://www.twitter.com/dr_bl_lim","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/singapore-psychiatrist","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","6 Napier Road, #09-09, Gleneagles Medical Centre","Singapore","SG","258499","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"True Chiropractic Group","6568168881","darwin@popmedia.com.sg","Pro Plan Only","https://www.truechiropractic.com.sg","https://www.linkedin.com/in/true-chiropractic-group","","","https://instagram.com/truechiropracticgroup/","https://www.twitter.com/tcgchiropractic","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/true-chiropractic-bukit-timah","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","20 Cecil St, #05-09 Plus, Raffles Place","Singapore","SG","049705","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"TWL Specialist Skin & Laser Centre","6597286734","manager@twlskin.com","Pro Plan Only","https://www.twlskin.com","https://www.linkedin.com/company/twl-specialist-skin-","","","https://instagram.com/drteowanlin/","https://www.twitter.com/drteowanlin1","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/TWL+Specialist+Skin+%26+Laser+Centre/@1.3205467,103.8431829,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x738CA45AD16C267C!8m2!3d1.3205467!4d103.8431829","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","101 Irrawaddy Road, #17-07","Singapore","SG","329565","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Specialist Dental Group","6567337883","gleneagles@specialistdentalgroup.com","Pro Plan Only","http://www.specialistdentalgroup.com","https://www.linkedin.com/company/nus-dentistry-research","","","https://instagram.com/nusdentistry/","https://www.twitter.com/dentistry_nus","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/SpecialistDentalGroup","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","3 Mount Elizabeth,  #08-03/04/10","Singapore","SG","228510","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Square One Chiropractic","6582560162","jesse@squareone.com.sg","Pro Plan Only","http://www.squareone.com.sg","https://www.linkedin.com/in/jessecai","","","https://instagram.com/squareoneactive/","https://www.twitter.com/squareoneactive","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/squareoneactive","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","13A Upper Circular Rd","Singapore","SG","058411","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Smile Designers Dental Clinic","6562278885","marinasquare@nofrillsdental.com.sg","Pro Plan Only","http://www.nofrillsdental.com/","https://www.linkedin.com/company/nf-dental-group","","","https://instagram.com/nofrillsdental/","https://www.twitter.com/nofrillsdental","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/nofrillsdentalmarinasquare","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","6 Raffles Blvd # B1-11, Marina Square","Singapore","Singapore","039594","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Me Clinic Seoul","6590169836","chris@meclinic.net","Pro Plan Only","https://www.meclinic.net/","","","","https://instagram.com/me_clinic/","https://www.twitter.com/me_clinic","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/meclinicseoul","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","21A Mosque St, Level 2","Singapore","Singapore","135-934","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Shens Therapeutics","6596744085","enquiry@shenstherapeutics.com","Pro Plan Only","https://www.shenstherapeutics.com/","","","","https://instagram.com/shenstherapeutics/","https://www.twitter.com/shensaesthetics","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/ShensAesthetics","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Winsland House 1, 3 Killiney Road","Orchard","Central Region, Singapore","239519","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Shiro Aesthetic Clinic","6562355655","enquiries@aaamed.org","Pro Plan Only","https://shiroaestheticclinic.com.sg/","","","","https://instagram.com/shiroaestheticclinic/","https://www.twitter.com/nusmedicine","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/shiro-aesthetic-clinic","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Mandarin Gallery, 333A Orchard Rd","Singapore","Singapore","238897","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"MOTIVA Joy™ Breast Augmentation - Dr Shens Clinic","6569044488","enquiry@shensclinic.com","Pro Plan Only","https://shensclinic.com/services/breast-augmentation-singapore/","","","","https://instagram.com/shensclinic/","https://www.twitter.com/shensclinic","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/ShensClinic","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Winsland House 1 #09-08, 3 Killiney Rd","Singapore","Singapore","239554","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"ASPEN DIABETES AND ENDOCRINE CLINIC PTE. LTD.","63333636","xinli29288@hotmail.com","Pro Plan Only","http://leexinli.com/","","","","https://instagram.com/xinli29288/","https://www.twitter.com/xinli29288","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/ASPEN+DIABETES+AND+ENDOCRINE+CLINIC+PTE.+LTD./@1.2917820215225,103.85830688477,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x86A410FF20BFE8CD!8m2!3d1.2917820215225!4d103.85830688477","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","6 RAFFLES BOULEVARD Singapore 039594","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"David Loh Surgery","6567339114","info@davidloh.sg","Pro Plan Only","http://davidloh.sg/","","","","https://instagram.com/davidlohsurgery/","https://www.twitter.com/davidlohsurgery","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/David+Loh+Surgery/@1.3053006,103.8305287,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x8CEACBB46959EE5!8m2!3d1.3053006!4d103.8305287","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","541 Orchard Road, #11- 01, Liat Towers","Singapore","SG","238881","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Veritas Medical Aesthetics","6581299789","ask@veritas.com.sg","Pro Plan Only","https://veritas.com.sg/","https://www.linkedin.com/company/veritas-pharma-pte-ltd","","","https://instagram.com/veritas_aesthetics/","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/veritas-medical-aesthetics","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","North Bridge Road","Singapore","","179103","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"S M Chua Clinic & Surgery For Women","6563343176","tcm_nsc@thomsonmedical.com","Pro Plan Only","https://www.thomsonmedical.com/find-an-expert/dr-chua-siok-meng","https://www.linkedin.com/company/thomson-medical-centre-limited","","","https://instagram.com/thomsonmedical/","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/S+M+Chua+Clinic+%26+Surgery+For+Women/@1.298146,103.8441579,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xCB75C5629D7967FD!8m2!3d1.298146!4d103.8441579","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","S M Chua Clinic & Surgery For Women, Singapore 239924","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Shalom Medical Group","6563371884","tcm@1doc.sg","Pro Plan Only","http://1doc.sg/","https://www.linkedin.com/company/iappshealthgroup","","","https://instagram.com/1doc.sg/","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Shalom+Medical+Group/@1.2968471,103.8535281,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xCAEE76AE093C00F0!8m2!3d1.2968471!4d103.8535281","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#03-57 Shalom Medical Group 180231","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"The iClinic","6583122771","iclinic21@gmail.com","Pro Plan Only","https://theiclinic.sg/","https://www.linkedin.com/in/dr-billy-hardie-b37ba061","","","https://instagram.com/iclinic.sg/","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/theiclinicsg","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#02-07 The iClinic, Singapore 164018","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Healthway Medical (Novena Medical Centre)","6563528696","dr.eugene.yeo@gmail.com","Pro Plan Only","https://healthwaymedical.com/clinics/novena-medical-centre/","https://www.linkedin.com/company/healthwaymedical","","","https://instagram.com/healthwaymedicalgrp/","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Healthway+Medical+%28Novena+Medical+Centre%29/@1.320281,103.844022,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x27CFB1274AF1BDF2!8m2!3d1.320281!4d103.844022","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#09 - 36 Healthway Medical (Novena Medical Centre)","Singapore","SG","238842","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"24-Hour Walk-In Clinic at Mount Elizabeth Novena","6569330100","hcm@parkwaysingapore.com.vn","Pro Plan Only","https://www.mountelizabeth.com.sg/about-us/mount-elizabeth-novena","https://www.linkedin.com/company/mount-elizabeth-healthcare-holdings-ltd","","","https://instagram.com/mountelizabethhospitals/","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/24-Hour+Walk-In+Clinic+at+Mount+Elizabeth+Novena/@1.321916,103.8444416,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x6A7BFDF5A43D5066!8m2!3d1.321916!4d103.8444416","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#01-01, Mount Elizabeth Novena Hospital","Singapore","Singapore","308563","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Eu Yan Sang TCM Clinic @ Plaza Singapura","6562381801","enquiry@euyansang.com","Pro Plan Only","https://sg.euyansangclinic.com/clinics/eu-yan-sang-tcm-clinic-dhoby-ghaut-plaza-singapura","https://www.linkedin.com/company/eu-yan-sang-tcm-clinic","","","https://instagram.com/euyansangtcmclinic/","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Eu+Yan+Sang+TCM+Clinic+%40+Plaza+Singapura/@1.3002334,103.8455979,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x627819221F87CACD!8m2!3d1.3002334!4d103.8455979","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#04 Eu Yan Sang TCM Clinic @ Plaza Singapura, 37 Plaza, Singapore 238839","Singapore","Singapore","199597","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"International Medical Clinic - Camden","6567334440","katong@imc-healthcare.com","Pro Plan Only","https://www.imc-healthcare.com/locations/camden/","https://www.linkedin.com/company/international-medical-clinic","","","https://instagram.com/international_medical_clinic/","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/IMCMedicalCamden","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Camden Medical Centre","Singapore","Singapore","247935","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
